         34439414 function calls (34116394 primitive calls) in 71.518 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     4881    0.011    0.000    0.019    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:2042(get_prep_value)
      422    0.005    0.000    0.019    0.000 {built-in method builtins.sum}
     2353    0.015    0.000    0.019    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/warnings.py:462(__enter__)
   120503    0.019    0.000    0.019    0.000 {method 'strip' of 'str' objects}
     2817    0.005    0.000    0.019    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/copy.py:209(<listcomp>)
      820    0.006    0.000    0.019    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1354(get_prep_value)
     2353    0.019    0.000    0.019    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/warnings.py:441(__init__)
      719    0.000    0.000    0.019    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:96(closegroup)
   129967    0.018    0.000    0.018    0.000 {method 'end' of 're.Match' objects}
   105777    0.018    0.000    0.018    0.000 {method 'add' of 'set' objects}
     1954    0.006    0.000    0.018    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:589(__init__)
    15722    0.018    0.000    0.018    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:767(promote_joins)
    23490    0.014    0.000    0.018    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pkg_resources/__init__.py:2855(get_entry_map)
    67875    0.018    0.000    0.018    0.000 {method 'pop' of 'dict' objects}
    23925    0.018    0.000    0.018    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pkg_resources/__init__.py:669(__iter__)
     3872    0.011    0.000    0.018    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/transaction.py:285(atomic)
    28965    0.018    0.000    0.018    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1805(is_sliced)
     4267    0.014    0.000    0.017    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/manager.py:20(__new__)
      203    0.004    0.000    0.017    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/analysis.py:252(<genexpr>)
     3318    0.009    0.000    0.017    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:711(__str__)
    19487    0.017    0.000    0.017    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/utils.py:92(__call__)
    10785    0.008    0.000    0.017    0.000 {built-in method builtins.all}
    15136    0.017    0.000    0.017    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/utils.py:17(__init__)
      269    0.001    0.000    0.017    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:202(resolve_expression)
     2395    0.009    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:2201(_convert_key)
     4201    0.010    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/genericpath.py:69(commonprefix)
    24552    0.012    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/generic.py:10(_check)
    55600    0.016    0.000    0.016    0.000 {method 'endswith' of 'bytes' objects}
     2817    0.007    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:350(<dictcomp>)
    54051    0.016    0.000    0.016    0.000 {method 'startswith' of 'bytes' objects}
     3860    0.012    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:595(<dictcomp>)
     4707    0.016    0.000    0.016    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:379(_create_cb_wrapper)
     2353    0.012    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/warnings.py:181(_add_filter)
     1637    0.006    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query_utils.py:84(__invert__)
      607    0.003    0.000    0.016    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:737(_convert_scalar_indexer)
      512    0.001    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1158(using)
    29190    0.012    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/jpcntx.py:192(get_order)
      269    0.003    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1852(add_fields)
    20521    0.015    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:759(ref_alias)
     1954    0.007    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:169(get_db_converters)
      910    0.003    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:411(_mk_bitmap)
    36855    0.015    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:160(__init__)
    22766    0.015    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/base.py:385(__get__)
    23340    0.015    0.000    0.015    0.000 {method 'copy' of 'set' objects}
     4069    0.008    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:622(reverse_related_fields)
     1882    0.003    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:446(__exit__)
     9285    0.015    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:42(__init__)
    12591    0.015    0.000    0.015    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1645(<dictcomp>)
      747    0.004    0.000    0.014    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/aggregates.py:111(__init__)
    26740    0.014    0.000    0.014    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:215(ensure_connection)
     4609    0.014    0.000    0.014    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/base.py:835(<listcomp>)
    10967    0.012    0.000    0.014    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:294(splitroot)
      440    0.008    0.000    0.014    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      470    0.005    0.000    0.014    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/universaldetector.py:81(__init__)
    37682    0.012    0.000    0.014    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/analyzer.py:352(<genexpr>)
    61351    0.014    0.000    0.014    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/utils.py:66(__enter__)
      265    0.002    0.000    0.014    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:1411(is_file)
      269    0.001    0.000    0.014    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:130(relabel_aliases)
     4093    0.014    0.000    0.014    0.000 {built-in method _thread.allocate_lock}
    12856    0.013    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:796(get_internal_type)
      396    0.004    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetgroupprober.py:39(reset)
  546/269    0.003    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:192(_resolve_node)
    35097    0.013    0.000    0.013    0.000 {built-in method builtins.iter}
     2878    0.004    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:775(is_integer_dtype)
     4707    0.005    0.000    0.013    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:381(_exit_wrapper)
     8210    0.007    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:251(<genexpr>)
      611    0.004    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_dtype.py:333(_name_get)
    21568    0.013    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:40(<genexpr>)
    14747    0.013    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:2134(annotation_select)
     9285    0.013    0.000    0.013    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1104(<listcomp>)
     2354    0.012    0.000    0.013    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:935(__del__)
     1588    0.012    0.000    0.012    0.000 {method 'read' of '_io.BufferedReader' objects}
      339    0.004    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/commit.py:248(_iter_from_process_or_stream)
      676    0.003    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/util.py:216(parse_actor_and_date)
     1450    0.006    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/manager.py:26(__init__)
     3577    0.005    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1565(is_extension_array_dtype)
     1136    0.003    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1435(is_bool_dtype)
      894    0.003    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/frame.py:3009(_set_value)
      277    0.001    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:101(relabeled_clone)
      508    0.005    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/base.py:861(<listcomp>)
     8523    0.010    0.000    0.012    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:827(get_default)
     4609    0.011    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/base.py:579(<setcomp>)
      868    0.011    0.000    0.011    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:222(__init__)
     7157    0.007    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1812(can_filter)
     2556    0.008    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/base.py:102(hexsha)
     2029    0.005    0.000    0.011    0.000 {pandas._libs.lib.values_from_object}
     1954    0.002    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:182(_parse_expressions)
     4105    0.006    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1318(<listcomp>)
     2353    0.011    0.000    0.011    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:241(_cleanup)
      241    0.001    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:991(select_related)
     6116    0.009    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/copy.py:241(_keep_alive)
    11296    0.011    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:153(__init__)
      910    0.011    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:413(<listcomp>)
    15136    0.011    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:149(queries_logged)
     3764    0.010    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:139(geterr)
     1214    0.002    0.000    0.011    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/common.py:99(is_bool_indexer)
      436    0.010    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:341(__init__)
     1833    0.005    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:5276(__setattr__)
     3817    0.010    0.000    0.010    0.000 {built-in method numpy.array}
    24122    0.008    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:172(append)
     5544    0.008    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sbcharsetprober.py:53(reset)
    14640    0.010    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/utils.py:275(allow_relation)
      554    0.001    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:186(_resolve_leaf)
1132/1053    0.000    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/c_cpp.py:169(get_tokens_unprocessed)
      868    0.010    0.000    0.010    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:1177(_make_invoke_excepthook)
      241    0.001    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:308(__set__)
     1721    0.002    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1558(final_transformer)
    12591    0.010    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1641(<setcomp>)
    27069    0.010    0.000    0.010    0.000 {built-in method builtins.min}
    12905    0.010    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1349(<setcomp>)
      338    0.009    0.000    0.010    0.000 {built-in method fromtimestamp}
     4252    0.005    0.000    0.010    0.000 {pandas._libs.lib.is_list_like}
     4105    0.009    0.000    0.010    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:299(ignore_conflicts_suffix_sql)
